Format Version,1.23,Take Name,Take 2024-05-10 11.31.19 AM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-05-10 11.31.19.221 AM,Total Frames in Take,9420,Total Exported Frames,9420,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,drone,drone,drone,drone,drone,drone,drone
,ID,"D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489","D0EC16A40EB511EFEAE2C7CD3AE76489"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,w,X,Y,Z
6940,57.833333,-0.024658,0.071203,0.039781,-0.996363,616.110535,2455.156494,-259.063873
6941,57.841667,-0.024898,0.071572,0.039754,-0.996332,618.988953,2455.422852,-259.288147
6942,57.850000,-0.025004,0.072186,0.040006,-0.996275,621.640808,2455.584473,-259.485779
6943,57.858333,-0.025357,0.071937,0.039581,-0.996301,624.574341,2455.648438,-259.591003
6944,57.866667,-0.024669,0.072262,0.040928,-0.996240,627.355896,2455.792725,-259.651764
6945,57.875000,-0.025368,0.072833,0.039810,-0.996226,630.244080,2455.999756,-259.700348
6946,57.883333,-0.025472,0.072078,0.039228,-0.996302,633.471313,2456.017822,-259.464722
6947,57.891667,-0.026139,0.071775,0.039411,-0.996299,636.742737,2455.972900,-259.411407
6948,57.900000,-0.026417,0.071614,0.039671,-0.996293,639.634094,2456.006836,-259.309814
6949,57.908333,-0.026578,0.072119,0.039268,-0.996268,642.589661,2456.144043,-259.271851
6950,57.916667,-0.025889,0.072507,0.037695,-0.996319,645.641602,2456.775879,-259.180298
6951,57.925000,-0.026189,0.073204,0.039023,-0.996209,648.148926,2456.582764,-259.155273
6952,57.933333,-0.025986,0.073107,0.038322,-0.996249,651.003662,2456.569336,-259.010956
6953,57.941667,-0.026089,0.073535,0.037797,-0.996235,654.099243,2456.587402,-258.746643
6954,57.950000,-0.025848,0.073692,0.037429,-0.996243,657.077942,2456.726074,-258.548828
6955,57.958333,-0.024833,0.074326,0.036405,-0.996260,660.084534,2456.448486,-258.341125
6956,57.966667,-0.026134,0.074471,0.037800,-0.996164,663.202576,2456.978516,-257.881165
6957,57.975000,-0.026654,0.074569,0.038067,-0.996133,666.165771,2456.821045,-257.435059
6958,57.983333,-0.026617,0.074129,0.038891,-0.996135,669.425842,2456.812988,-256.952362
6959,57.991667,-0.026582,0.074091,0.038281,-0.996162,672.575745,2456.743164,-256.546295
6960,58.000000,-0.025612,0.074662,0.037183,-0.996186,675.685425,2456.436035,-256.163635
6961,58.008333,-0.026531,0.074442,0.038618,-0.996124,678.856934,2456.770508,-255.444504
6962,58.016667,-0.026187,0.074950,0.039219,-0.996072,681.855225,2456.961670,-254.946793
6963,58.025000,-0.026902,0.075247,0.038478,-0.996059,684.978027,2456.813232,-254.541748
6964,58.033333,-0.026098,0.075386,0.037667,-0.996101,688.080017,2456.795898,-253.971161
6965,58.041667,-0.025977,0.075646,0.037786,-0.996080,691.126099,2456.759521,-253.400269
6966,58.050000,-0.025970,0.075736,0.038988,-0.996027,694.330444,2456.920166,-252.772537
6967,58.058333,-0.026437,0.076134,0.038700,-0.995996,697.512512,2456.952637,-252.090515
6968,58.066667,-0.026396,0.076222,0.038374,-0.996003,700.626892,2456.844727,-251.306839
6969,58.075000,-0.026423,0.076238,0.038105,-0.996011,703.789490,2456.842285,-250.425995
6970,58.083333,-0.025946,0.076334,0.038576,-0.995998,706.990417,2456.598877,-249.715164
6971,58.091667,-0.025566,0.077033,0.038945,-0.995940,710.089783,2456.617188,-248.986267
6972,58.100000,-0.025449,0.077323,0.037217,-0.995986,713.181885,2456.553223,-248.221329
6973,58.108333,-0.025275,0.077434,0.037215,-0.995982,716.416687,2456.772705,-247.308502
6974,58.116667,-0.025992,0.076501,0.037875,-0.996011,720.139404,2456.269043,-246.310181
6975,58.125000,-0.024469,0.078611,0.036740,-0.995928,722.805298,2456.374268,-245.630096
6976,58.133333,-0.023519,0.079163,0.037729,-0.995870,725.641357,2456.562500,-244.701431
6977,58.141667,-0.023678,0.077432,0.037777,-0.996000,729.697998,2456.392578,-243.365967
6978,58.150000,-0.021964,0.078993,0.035762,-0.995991,732.312988,2456.250000,-242.750748
6979,58.158333,-0.022032,0.078577,0.037001,-0.995978,736.262573,2456.293701,-241.475937
6980,58.166667,-0.022720,0.077562,0.034982,-0.996115,740.017761,2455.826172,-240.487961
6981,58.175000,-0.022149,0.077697,0.034501,-0.996134,743.216858,2455.756104,-239.501175
6982,58.183333,-0.020295,0.078709,0.036697,-0.996015,746.172119,2456.175781,-238.068756
6983,58.191667,-0.019312,0.078820,0.036292,-0.996041,749.557434,2456.187744,-236.912460
6984,58.200000,,,,,,,
6985,58.208333,-0.015937,0.079802,0.034131,-0.996099,756.023132,2455.691162,-234.662445
6986,58.216667,-0.015019,0.079446,0.034120,-0.996142,759.294617,2455.693604,-233.618088
6987,58.225000,-0.013439,0.079872,0.033754,-0.996143,762.678772,2455.633057,-232.448547
6988,58.233333,-0.011757,0.080523,0.033035,-0.996136,765.989746,2455.684814,-231.130569
6989,58.241667,-0.007492,0.080006,0.030019,-0.996314,769.575256,2456.673096,-229.695053
6990,58.250000,-0.008546,0.080822,0.030919,-0.996212,772.559875,2455.544189,-228.737656
6991,58.258333,-0.007765,0.080189,0.031172,-0.996262,776.197998,2455.698730,-227.258408
6992,58.266667,-0.004619,0.081540,0.029111,-0.996234,779.254333,2455.515625,-226.276367
6993,58.275000,-0.000409,0.080204,0.025835,-0.996444,783.137512,2456.183105,-224.761032
6994,58.283333,-0.001813,0.081529,0.027641,-0.996286,786.264709,2455.454102,-223.764038
6995,58.291667,0.000844,0.081299,0.026306,-0.996342,789.543701,2455.257080,-222.550659
6996,58.300000,0.005462,0.081295,0.022261,-0.996427,793.353027,2456.190186,-220.992722
6997,58.308333,0.004472,0.083142,0.023716,-0.996245,795.984070,2455.131104,-219.989212
6998,58.316667,0.004850,0.081364,0.023395,-0.996398,799.693176,2455.244385,-218.696915
6999,58.325000,0.006482,0.081886,0.022965,-0.996356,802.821411,2455.066162,-217.446045
7000,58.333333,0.007211,0.081387,0.022394,-0.996405,806.360596,2455.084229,-216.103333
7001,58.341667,0.012005,0.081735,0.017291,-0.996432,810.127625,2455.538086,-214.758621
7002,58.350000,0.010366,0.083011,0.018511,-0.996323,813.128540,2454.459717,-213.818634
7003,58.358333,0.009715,0.081708,0.019815,-0.996412,816.415649,2454.652832,-212.501648
7004,58.366667,0.010642,0.082233,0.019190,-0.996372,819.451294,2454.586426,-211.349945
7005,58.375000,0.010776,0.081870,0.018485,-0.996413,823.018188,2454.345703,-210.142700
7006,58.383333,0.014149,0.082709,0.013531,-0.996381,826.787842,2454.378906,-208.853485
7007,58.391667,0.011938,0.082620,0.016214,-0.996378,829.596191,2453.709961,-208.063751
7008,58.400000,0.016072,0.083174,0.013275,-0.996317,833.157349,2454.867188,-206.986084
7009,58.408333,0.011141,0.081678,0.014998,-0.996484,836.653137,2453.794922,-205.871338
7010,58.416667,0.015973,0.083456,0.013261,-0.996295,839.633057,2454.622803,-204.761948
7011,58.425000,0.015072,0.083186,0.012479,-0.996342,842.891479,2454.051025,-203.686081
7012,58.433333,0.014015,0.082181,0.014246,-0.996417,846.271790,2454.274902,-202.548660
7013,58.441667,0.013590,0.082513,0.014414,-0.996393,849.236206,2453.859619,-201.556747
7014,58.450000,0.015384,0.083338,0.013089,-0.996317,852.684509,2453.577881,-200.583694
7015,58.458333,0.014865,0.083596,0.012988,-0.996304,855.675842,2453.538818,-199.702774
7016,58.466667,0.014276,0.082881,0.013445,-0.996367,858.830383,2453.425293,-198.911163
7017,58.475000,0.013998,0.083315,0.013782,-0.996330,861.916321,2453.000977,-198.001419
7018,58.483333,0.015305,0.084256,0.014222,-0.996225,865.274048,2453.202148,-197.159897
7019,58.491667,0.015277,0.084692,0.014708,-0.996181,868.274109,2452.997314,-196.249100
7020,58.500000,0.012673,0.083161,0.015499,-0.996335,871.607849,2452.444580,-195.152283
7021,58.508333,0.011544,0.083012,0.016668,-0.996342,874.788391,2451.949707,-194.341599
7022,58.516667,0.015080,0.084351,0.014593,-0.996215,877.832886,2452.218994,-193.772293
7023,58.525000,0.015137,0.084878,0.015061,-0.996163,880.696655,2452.082275,-192.981140
7024,58.533333,0.013503,0.084327,0.015951,-0.996219,883.827148,2451.566162,-192.087677
7025,58.541667,0.011380,0.083472,0.017402,-0.996293,887.168457,2450.921875,-191.290436
7026,58.550000,0.015956,0.084712,0.015349,-0.996160,890.110962,2451.470703,-190.718872
7027,58.558333,0.015884,0.085820,0.015658,-0.996061,893.288757,2451.229004,-189.988586
7028,58.566667,0.014994,0.084724,0.015793,-0.996167,895.987793,2450.922119,-189.278290
7029,58.575000,0.014636,0.084478,0.015955,-0.996190,899.039185,2450.412109,-188.646164
7030,58.583333,0.015510,0.085338,0.015462,-0.996111,902.216309,2450.309570,-187.925873
7031,58.591667,0.015774,0.085296,0.015707,-0.996107,905.160400,2450.209473,-187.366928
7032,58.600000,0.012162,0.084462,0.017827,-0.996193,908.221436,2449.331787,-186.601471
7033,58.608333,0.015031,0.084842,0.016428,-0.996146,910.921875,2449.518311,-186.018433
7034,58.616667,0.015279,0.085657,0.015576,-0.996086,914.059265,2449.303467,-185.537720
7035,58.625000,0.012240,0.084789,0.017396,-0.996172,917.057312,2448.440186,-185.014008
7036,58.633333,0.015368,0.085378,0.016212,-0.996098,919.733337,2448.906494,-184.572540
7037,58.641667,0.010400,0.084788,0.017997,-0.996182,922.994873,2447.408447,-183.937256
7038,58.650000,0.015177,0.085852,0.015694,-0.996069,925.848877,2448.231445,-183.466263
7039,58.658333,0.013380,0.085404,0.017188,-0.996108,928.725586,2447.660889,-182.981827
7040,58.666667,0.014971,0.085579,0.016746,-0.996078,931.586975,2447.701904,-182.635178
7041,58.675000,0.014939,0.085880,0.016172,-0.996062,934.794861,2447.116455,-181.988571
7042,58.683333,0.015498,0.086197,0.016152,-0.996027,937.645813,2447.136475,-181.660355
7043,58.691667,0.013045,0.085744,0.018516,-0.996060,940.449402,2446.396484,-181.125534
7044,58.700000,0.013363,0.085385,0.018397,-0.996089,943.374329,2446.072510,-180.754898
7045,58.708333,0.014061,0.085466,0.017898,-0.996081,946.385254,2445.497070,-180.519363
7046,58.716667,0.013093,0.085730,0.018788,-0.996055,949.217468,2445.247803,-180.143509
7047,58.725000,0.012029,0.086678,0.021416,-0.995934,951.601990,2444.533203,-180.071884
7048,58.733333,0.013033,0.086000,0.019983,-0.996010,954.868286,2444.637939,-179.554291
7049,58.741667,0.013381,0.086292,0.019902,-0.995981,957.843201,2444.249268,-179.298935
7050,58.750000,0.014331,0.086321,0.020393,-0.995956,960.711914,2444.157227,-179.098404
7051,58.758333,0.014891,0.087005,0.019921,-0.995897,963.487793,2444.078369,-178.812653
7052,58.766667,0.013991,0.086705,0.020917,-0.995916,966.284119,2443.317139,-178.670013
7053,58.775000,0.013421,0.086714,0.021429,-0.995912,969.207214,2442.805420,-178.513046
7054,58.783333,0.014509,0.087388,0.021005,-0.995847,972.127075,2442.636719,-178.165924
7055,58.791667,0.014290,0.086861,0.021796,-0.995879,974.737793,2442.308594,-178.088425
7056,58.800000,0.013722,0.087328,0.022450,-0.995832,977.700745,2441.808594,-178.028732
7057,58.808333,0.013844,0.087377,0.022879,-0.995816,980.513489,2441.436768,-177.837570
7058,58.816667,0.013213,0.087479,0.023010,-0.995813,983.367493,2440.984131,-177.857040
7059,58.825000,0.013817,0.087865,0.023416,-0.995761,986.134583,2440.787354,-177.719208
7060,58.833333,0.012942,0.087933,0.024009,-0.995753,988.825256,2440.064209,-177.757355
7061,58.841667,0.012147,0.087845,0.024566,-0.995757,991.675537,2439.600586,-177.788147
7062,58.850000,0.012326,0.088144,0.024998,-0.995718,994.512878,2439.229492,-177.699539
7063,58.858333,0.012014,0.088100,0.024089,-0.995748,997.517517,2438.509766,-177.620316
7064,58.866667,0.011551,0.088276,0.024545,-0.995727,1000.273926,2438.165039,-177.667480
7065,58.875000,0.012349,0.088650,0.024934,-0.995674,1002.945435,2438.117188,-177.782501
7066,58.883333,0.011232,0.088047,0.025009,-0.995739,1005.806946,2437.405762,-177.882874
7067,58.891667,0.010189,0.088998,0.025915,-0.995642,1008.952881,2437.192139,-178.100632
7068,58.900000,0.011370,0.088550,0.025079,-0.995691,1011.551514,2436.672852,-178.091263
7069,58.908333,0.011219,0.088779,0.024862,-0.995678,1014.353882,2436.221924,-178.215469
7070,58.916667,0.011165,0.088830,0.025226,-0.995665,1017.255432,2435.820068,-178.283005
7071,58.925000,0.011094,0.088723,0.025449,-0.995669,1020.099182,2435.410156,-178.468872
7072,58.933333,0.009910,0.089157,0.024929,-0.995656,1022.929443,2434.719482,-179.097504
7073,58.941667,0.011280,0.089091,0.025304,-0.995638,1025.708862,2434.580811,-178.728851
7074,58.950000,0.011307,0.089149,0.025396,-0.995630,1028.569214,2434.105225,-179.030869
7075,58.958333,0.011243,0.089446,0.025396,-0.995605,1031.406616,2433.667725,-179.245956
7076,58.966667,0.011044,0.089293,0.025763,-0.995611,1034.276978,2433.265137,-179.506897
7077,58.975000,0.011006,0.089198,0.025900,-0.995616,1037.035645,2432.706787,-179.848190
7078,58.983333,0.010019,0.089985,0.025890,-0.995556,1039.903931,2432.184814,-180.447632
7079,58.991667,0.011208,0.089473,0.026040,-0.995586,1042.753906,2431.895508,-180.302155
7080,59.000000,0.010949,0.089744,0.026091,-0.995563,1045.648193,2431.490479,-180.771957
7081,59.008333,0.011223,0.090014,0.026032,-0.995537,1048.557129,2431.079590,-180.973221
7082,59.016667,0.011086,0.090048,0.026542,-0.995522,1051.434937,2430.657471,-181.338013
7083,59.025000,0.011082,0.089861,0.026397,-0.995543,1054.263306,2430.167725,-181.771759
7084,59.033333,0.011208,0.089952,0.026840,-0.995521,1057.111816,2429.717285,-182.116028
7085,59.041667,0.010105,0.090555,0.027443,-0.995462,1059.830566,2429.279541,-182.926285
7086,59.050000,0.010948,0.089962,0.027141,-0.995515,1062.919800,2428.915771,-182.918106
7087,59.058333,0.010275,0.091011,0.028515,-0.995389,1065.845215,2428.687744,-183.593002
7088,59.066667,0.010466,0.090779,0.028399,-0.995411,1068.525757,2428.069580,-184.142914
7089,59.075000,0.011587,0.090523,0.030570,-0.995358,1071.219482,2427.749512,-184.822479
7090,59.083333,0.011436,0.092039,0.029779,-0.995244,1073.781738,2427.862549,-185.306946
7091,59.091667,0.011703,0.092101,0.028911,-0.995261,1076.708130,2427.228760,-185.847168
7092,59.100000,0.009274,0.090230,0.028679,-0.995465,1080.370728,2426.071289,-186.308853
7093,59.108333,0.010352,0.090917,0.029875,-0.995357,1082.949829,2425.858887,-186.709518
7094,59.116667,0.008747,0.089824,0.029326,-0.995487,1086.226563,2425.001709,-187.728058
7095,59.125000,0.009680,0.090382,0.029908,-0.995411,1089.117188,2424.846436,-187.989517
7096,59.133333,0.009866,0.090382,0.029895,-0.995409,1092.040649,2424.414063,-188.535141
7097,59.141667,0.009925,0.090858,0.029738,-0.995370,1095.050781,2423.993896,-189.148300
7098,59.150000,0.011526,0.090784,0.031908,-0.995293,1097.623169,2424.122314,-189.487579
7099,59.158333,0.010655,0.090275,0.030539,-0.995392,1100.972778,2423.217773,-190.001785
7100,59.166667,0.010367,0.090269,0.030941,-0.995383,1103.813232,2422.786133,-190.761475
7101,59.175000,0.012296,0.091818,0.033233,-0.995145,1106.286255,2422.766357,-191.446396
7102,59.183333,0.011460,0.090879,0.033573,-0.995230,1109.483887,2422.322266,-192.174927
7103,59.191667,0.009924,0.090492,0.031806,-0.995340,1112.831909,2421.416504,-193.161621
7104,59.200000,0.011282,0.091157,0.034082,-0.995189,1115.619141,2421.566162,-193.631683
7105,59.208333,0.011313,0.091397,0.034668,-0.995147,1118.616577,2421.074463,-194.286743
7106,59.216667,0.010810,0.090093,0.034161,-0.995289,1121.661743,2420.400146,-195.226151
7107,59.225000,0.010799,0.090295,0.034829,-0.995247,1125.036133,2420.207764,-195.778320
7108,59.233333,0.011399,0.090401,0.034172,-0.995254,1127.922729,2419.631348,-196.623108
7109,59.241667,0.011194,0.090132,0.034450,-0.995271,1131.047241,2419.125977,-197.345978
7110,59.250000,0.011386,0.090747,0.035755,-0.995167,1133.900146,2418.645508,-198.362030
7111,59.258333,0.011359,0.090357,0.036020,-0.995193,1136.965332,2418.184570,-199.184418
7112,59.266667,0.011131,0.090358,0.036282,-0.995186,1140.175659,2417.711426,-199.980820
7113,59.275000,0.011276,0.090254,0.036362,-0.995191,1143.236694,2417.265625,-200.794540
7114,59.283333,0.011025,0.090430,0.037031,-0.995153,1146.436646,2416.911621,-201.775955
7115,59.291667,0.010935,0.090032,0.035846,-0.995234,1149.746704,2416.180176,-202.664078
7116,59.300000,0.010405,0.089729,0.036275,-0.995251,1153.099121,2416.036133,-203.298447
7117,59.308333,0.010593,0.089859,0.036682,-0.995222,1156.325684,2415.570068,-204.247681
7118,59.316667,0.010423,0.089559,0.036571,-0.995255,1159.480469,2415.165283,-205.271072
7119,59.325000,0.009612,0.089868,0.037936,-0.995185,1162.456909,2414.647461,-206.218185
7120,59.333333,0.009299,0.090067,0.036675,-0.995217,1165.718384,2413.971680,-207.285278
7121,59.341667,0.008714,0.090173,0.037324,-0.995188,1168.788818,2413.526611,-208.373871
7122,59.350000,0.007128,0.088343,0.038173,-0.995333,1172.442505,2413.052490,-209.294571
7123,59.358333,0.005704,0.089179,0.036244,-0.995340,1175.720947,2412.410156,-210.196381
7124,59.366667,0.003687,0.089620,0.037342,-0.995269,1178.683350,2411.956299,-211.185242
7125,59.375000,0.001357,0.089112,0.037342,-0.995320,1182.079590,2411.499268,-212.165726
7126,59.383333,-0.001823,0.089098,0.033506,-0.995458,1186.024536,2410.241943,-213.174484
7127,59.391667,-0.003296,0.088893,0.032724,-0.995498,1189.377441,2409.738281,-213.844894
7128,59.400000,-0.006385,0.088178,0.033222,-0.995530,1192.590210,2409.579346,-214.779984
7129,59.408333,-0.007614,0.088456,0.030958,-0.995570,1196.067017,2408.841553,-215.732910
7130,59.416667,-0.009604,0.088619,0.029944,-0.995569,1199.372192,2408.312012,-216.647003
7131,59.425000,-0.012464,0.087845,0.029492,-0.995619,1202.553101,2408.068848,-217.735641
7132,59.433333,-0.013948,0.087603,0.027386,-0.995681,1205.777466,2407.615234,-218.788116
7133,59.441667,-0.015520,0.087511,0.025403,-0.995719,1209.059937,2407.019043,-219.694824
7134,59.450000,-0.016169,0.087801,0.023782,-0.995723,1212.171143,2406.912598,-220.685257
7135,59.458333,-0.018162,0.087872,0.022107,-0.995721,1215.723755,2406.682129,-221.409729
7136,59.466667,-0.018372,0.087763,0.018250,-0.995805,1218.861938,2406.070068,-222.476273
7137,59.475000,-0.018662,0.087761,0.015217,-0.995851,1222.106445,2405.634521,-223.355026
7138,59.483333,-0.018590,0.088633,0.011908,-0.995820,1225.094604,2405.293213,-224.352768
7139,59.491667,-0.016866,0.087544,0.007715,-0.995988,1228.740356,2405.528076,-224.862961
7140,59.500000,-0.019514,0.087943,0.007128,-0.995909,1231.626953,2404.195557,-225.908508
7141,59.508333,-0.018918,0.088418,0.003911,-0.995896,1234.883789,2403.783936,-226.594238
7142,59.516667,-0.016312,0.087722,-0.000922,-0.996011,1238.271118,2404.420654,-227.176971
7143,59.525000,-0.018682,0.087797,-0.000612,-0.995963,1241.105591,2402.992676,-228.159409
7144,59.533333,-0.018629,0.087513,-0.002648,-0.995986,1244.213379,2402.529297,-228.957138
7145,59.541667,-0.017916,0.087970,-0.004658,-0.995951,1247.149170,2402.238037,-229.620575
7146,59.550000,-0.017394,0.087701,-0.006327,-0.995975,1250.186890,2401.769043,-230.119781
7147,59.558333,-0.017280,0.087101,-0.008665,-0.996012,1253.254517,2401.386230,-230.979599
7148,59.566667,-0.016408,0.087290,-0.010027,-0.995997,1256.379883,2400.976807,-231.560547
7149,59.575000,-0.016233,0.086803,-0.010472,-0.996038,1258.990723,2400.580322,-232.217621
7150,59.583333,-0.013122,0.086678,-0.015324,-0.996032,1262.372070,2401.031006,-232.478226
7151,59.591667,-0.016538,0.086445,-0.010994,-0.996059,1264.521851,2399.963135,-233.497864
7152,59.600000,-0.014259,0.087092,-0.011554,-0.996031,1267.101440,2399.600830,-234.073425
7153,59.608333,-0.013267,0.087674,-0.012175,-0.995987,1269.762207,2399.289551,-234.538284
7154,59.616667,-0.014281,0.086086,-0.013724,-0.996091,1272.798340,2398.724609,-235.099731
7155,59.625000,-0.013456,0.086291,-0.014602,-0.996072,1275.513794,2398.200928,-235.695740
7156,59.633333,-0.012953,0.086158,-0.013859,-0.996101,1277.828613,2398.030762,-236.259811
7157,59.641667,-0.009843,0.085348,-0.016539,-0.996165,1281.004883,2398.016602,-236.467422
7158,59.650000,-0.011790,0.085554,-0.013652,-0.996170,1282.837769,2397.039551,-237.309296
7159,59.658333,-0.011024,0.085621,-0.012760,-0.996185,1285.119019,2396.860352,-237.820084
7160,59.666667,-0.010526,0.085115,-0.013073,-0.996230,1287.543823,2396.389893,-238.278824
7161,59.675000,-0.010088,0.085629,-0.012050,-0.996203,1289.677246,2395.926514,-238.838638
7162,59.683333,-0.008490,0.085466,-0.012640,-0.996225,1292.031250,2395.513428,-239.266754
7163,59.691667,-0.005350,0.084716,-0.015154,-0.996276,1294.655640,2395.939209,-239.387207
7164,59.700000,-0.004543,0.084256,-0.014760,-0.996324,1296.782593,2395.682373,-240.007675
7165,59.708333,-0.007182,0.084414,-0.011220,-0.996342,1298.377441,2394.470215,-240.742905
7166,59.716667,-0.006336,0.084542,-0.011291,-0.996336,1300.129150,2394.009521,-241.377625
7167,59.725000,-0.004015,0.083854,-0.013117,-0.996384,1302.880493,2393.897461,-241.133560
7168,59.733333,-0.005445,0.084916,-0.012487,-0.996295,1304.091431,2392.964355,-242.366943
7169,59.741667,-0.005431,0.085003,-0.010442,-0.996311,1305.629639,2392.801758,-242.733658
7170,59.750000,-0.004344,0.084923,-0.010608,-0.996322,1307.683472,2392.718018,-243.084305
7171,59.758333,-0.005056,0.083955,-0.010379,-0.996403,1309.637329,2391.777588,-243.463699
7172,59.766667,-0.004852,0.083659,-0.010637,-0.996426,1311.378784,2391.301514,-243.902084
7173,59.775000,-0.004622,0.083340,-0.008975,-0.996470,1313.143311,2390.726563,-244.182205
7174,59.783333,-0.005150,0.082151,-0.008094,-0.996574,1314.679199,2390.420166,-244.570343
7175,59.791667,-0.004717,0.082721,-0.010079,-0.996511,1316.346191,2389.887695,-245.100586
7176,59.800000,-0.005217,0.082251,-0.008589,-0.996561,1317.555786,2389.544434,-245.668198
7177,59.808333,-0.004747,0.082262,-0.008394,-0.996564,1319.040649,2389.153076,-246.140060
7178,59.816667,-0.003282,0.081821,-0.007351,-0.996615,1320.620117,2388.753906,-246.428375
7179,59.825000,,,,,,,
7180,59.833333,-0.003099,0.082042,-0.010522,-0.996569,1323.237183,2387.756104,-247.501343
7181,59.841667,-0.002734,0.081762,-0.010094,-0.996597,1324.439941,2387.225586,-247.814789
7182,59.850000,-0.002278,0.081573,-0.010237,-0.996612,1325.627808,2386.852295,-248.488770
7183,59.858333,-0.003916,0.080279,-0.008568,-0.996728,1327.012207,2386.745605,-248.714005
7184,59.866667,-0.002296,0.081223,-0.010899,-0.996634,1327.960449,2385.961426,-249.351120
7185,59.875000,-0.002710,0.080798,-0.009432,-0.996682,1328.796997,2385.585205,-249.907089
7186,59.883333,-0.002232,0.080699,-0.008760,-0.996698,1330.120972,2384.900879,-250.223511
7187,59.891667,-0.001429,0.080652,-0.008196,-0.996708,1331.104980,2384.582520,-250.654724
7188,59.900000,-0.001912,0.079730,-0.009353,-0.996771,1332.410034,2383.667480,-250.857529
7189,59.908333,-0.001019,0.080566,-0.011220,-0.996686,1332.825195,2383.404541,-251.639221
7190,59.916667,-0.000244,0.080468,-0.010584,-0.996701,1333.706055,2383.216797,-252.057251
7191,59.925000,-0.000512,0.079940,-0.009564,-0.996754,1335.046265,2382.031250,-252.353134
7192,59.933333,-0.000535,0.079146,-0.008635,-0.996826,1335.703979,2381.631348,-252.778168
7193,59.941667,-0.001344,0.078400,-0.006421,-0.996900,1336.160767,2381.444824,-253.394730
7194,59.950000,-0.000407,0.079288,-0.008185,-0.996818,1336.669189,2380.777588,-254.067368
7195,59.958333,0.001387,0.078896,-0.006055,-0.996864,1337.243896,2380.488770,-254.508133
7196,59.966667,0.000133,0.078554,-0.009517,-0.996865,1338.060913,2379.781494,-255.139801
7197,59.975000,0.000079,0.077829,-0.008144,-0.996934,1338.881104,2379.035889,-255.166031
7198,59.983333,0.000017,0.076653,-0.005815,-0.997041,1339.391968,2378.743652,-255.819946
7199,59.991667,0.000197,0.077237,-0.006660,-0.996991,1339.874634,2378.134033,-256.340393
7200,60.000000,0.000091,0.077242,-0.004852,-0.997001,1340.107056,2377.552246,-256.934113
7201,60.008333,0.000360,0.078138,-0.005695,-0.996926,1340.213501,2377.210693,-257.631622
7202,60.016667,0.000851,0.077156,-0.004698,-0.997008,1340.360229,2377.313965,-258.363739
7203,60.025000,0.001093,0.077447,-0.005472,-0.996981,1341.076416,2376.199463,-258.556335
7204,60.033333,0.001269,0.077213,-0.004825,-0.997002,1341.382568,2375.761475,-259.124878
7205,60.041667,0.001135,0.076515,-0.003634,-0.997061,1341.469238,2375.370361,-259.678772
7206,60.050000,0.001186,0.076290,-0.002921,-0.997081,1341.826416,2374.809082,-260.227386
7207,60.058333,0.000829,0.075994,-0.000876,-0.997108,1341.871094,2374.307373,-260.792877
7208,60.066667,0.001517,0.075847,0.000271,-0.997118,1342.033081,2373.855469,-261.382813
7209,60.075000,0.002115,0.075629,0.001199,-0.997133,1342.224854,2373.434326,-261.930878
7210,60.083333,0.003355,0.076726,0.001494,-0.997046,1341.914795,2373.216309,-262.666016
7211,60.091667,0.006718,0.075420,0.002243,-0.997127,1342.638184,2373.770508,-262.999298
7212,60.100000,0.007208,0.074563,0.003581,-0.997184,1342.624146,2373.136230,-263.679993
7213,60.108333,0.004605,0.075215,0.007719,-0.997127,1342.394165,2371.739746,-264.416107
7214,60.116667,0.005352,0.075116,0.009470,-0.997116,1342.383057,2371.364990,-265.059204
7215,60.125000,0.006010,0.074915,0.011709,-0.997103,1342.520386,2370.862793,-265.601074
7216,60.133333,0.006749,0.074164,0.012656,-0.997143,1342.671997,2370.254395,-265.957520
7217,60.141667,0.007183,0.073637,0.013868,-0.997163,1342.871948,2369.744141,-266.738342
7218,60.150000,0.007802,0.073354,0.016042,-0.997146,1342.903931,2369.277344,-267.393799
7219,60.158333,0.007298,0.073521,0.018290,-0.997099,1342.723389,2368.764160,-268.484009
7220,60.166667,0.007919,0.073130,0.020711,-0.997076,1342.465698,2368.398926,-269.255951
7221,60.175000,0.009404,0.072711,0.022236,-0.997061,1342.680786,2368.033936,-269.586884
7222,60.183333,0.010235,0.072942,0.023954,-0.996996,1342.659546,2367.593750,-270.267395
7223,60.191667,0.011011,0.072663,0.027374,-0.996920,1342.185181,2367.671631,-271.203674
7224,60.200000,0.011513,0.072561,0.028922,-0.996878,1342.145386,2367.325684,-272.084991
7225,60.208333,0.014854,0.072182,0.029771,-0.996836,1342.335693,2367.817871,-272.756012
7226,60.216667,0.012789,0.073419,0.032011,-0.996705,1341.475098,2366.690430,-273.882568
7227,60.225000,,,,,,,
